timestamp,time,actual_pv,predicted_pv,load,soc_no_forecast,soc_with_forecast,freq_dev_no_forecast,freq_dev_with_forecast
2026-03-03 01:31:00,27300,0.475752990432584,0.422259122133255,0.355070526003668,4.48000429127197,4.316986102125804,0.0,0.0
2026-03-03 01:32:00,27600,0.5763652580234462,0.445108562707901,0.4196287516675444,4.466255474924961,4.303237285778795,0.0,0.0
2026-03-03 01:33:00,27900,0.5682352567895692,0.4780764579772949,0.4488311915326088,4.455781434112947,4.292763244966781,0.0,0.0
2026-03-03 01:34:00,28200,0.5846571662610296,0.510738730430603,0.3859396591195148,4.438350073837376,4.27533188469121,0.0,0.0
2026-03-03 01:35:00,28500,0.6112629642610933,0.5355863571166992,0.4641633930163721,4.425446602675558,4.262428413529392,0.0,0.0
2026-03-03 01:36:00,28800,0.512707545993736,0.5683839917182922,0.3266539345496168,4.409126110443618,4.246107921297452,0.0,0.0
2026-03-03 01:37:00,29100,0.503231718421326,0.5934268236160278,0.5024032950743459,4.409053441728971,4.2460352525828045,0.0,0.0
2026-03-03 01:38:00,29400,0.603500501033775,0.6118353605270386,0.4520077453785938,4.395764603513604,4.232746414367438,0.0,0.0
2026-03-03 01:39:00,29700,0.6053867786705264,0.628995954990387,0.3650087342171593,4.374678810140502,4.211660620994335,0.0,0.0
2026-03-03 01:40:00,30000,0.5169786624340226,0.6509953737258911,0.3627852261096926,4.361153070112052,4.198134880965886,0.0,0.0
2026-03-03 01:41:00,30300,0.6038134658464801,0.6612216830253601,0.4076901404000841,4.343949269634298,4.180931080488132,0.0,0.0
2026-03-03 01:42:00,30600,0.5749992020394258,0.67291659116745,0.4580772368708966,4.333692956900217,4.1706747677540505,0.0,0.0
2026-03-03 01:43:00,30900,0.5080179427440563,0.6778298616409302,0.5249312348604581,4.335031925859432,4.172013736713265,0.0,0.0
2026-03-03 01:44:00,31200,0.7370772609917293,0.6758040189743042,0.4422343271930171,4.30916851061393,4.146150321467764,0.0,0.0
2026-03-03 01:45:00,31500,0.6278816744570513,0.6793340444564819,0.4699589459990526,4.295315639696562,4.1322974505503955,0.0,0.0
2026-03-03 01:46:00,31800,0.8412669288377779,0.6831797957420349,0.5303553397337277,4.268042693283926,4.105024504137759,0.0,0.0
2026-03-03 01:47:00,32100,0.4875783388337967,0.69781494140625,0.4486705558593964,4.264629729865119,4.101611540718952,0.0,0.0
2026-03-03 01:48:00,32400,0.607871725844775,0.7006232142448425,0.5043982083090268,4.255553105519878,4.092534916373712,0.0,0.0
2026-03-03 01:49:00,32700,0.6799197104001669,0.7047231197357178,0.5122264769834721,4.240843172764028,4.0778249836178615,0.0,0.0
2026-03-03 01:50:00,33000,0.8031781085699717,0.7114614844322205,0.4534374088428208,4.2101641640160326,4.047145974869866,0.0,0.0
2026-03-03 01:51:00,33300,0.741842972043812,0.7193801999092102,0.5630535117107321,4.194480878021903,4.031462688875736,0.0,0.0
2026-03-03 01:52:00,33600,0.7450652816801868,0.7298528552055359,0.4696251011879046,4.170319458680474,4.007301269534308,0.0,0.0
2026-03-03 01:53:00,33900,0.6130737645853197,0.7417641282081604,0.5206678623675439,4.162213677784178,3.9991954886380117,0.0,0.0
2026-03-03 01:54:00,34200,0.6215427001371454,0.7463312745094299,0.5169063416947678,4.153035049850636,3.9900168607044697,0.0,0.0
2026-03-03 01:55:00,34500,0.7805731171012812,0.7539654970169067,0.4530739141433191,4.124307049591165,3.9612888604449994,0.0,0.0
2026-03-03 01:56:00,34800,0.6226417018497614,0.7668119668960571,0.4471272193575591,4.108911042355007,3.945892853208841,0.0,0.0
2026-03-03 01:57:00,35100,0.7162329085767191,0.7649050951004028,0.6531409652516957,4.103376661361583,3.940358472215418,0.0,0.0
2026-03-03 01:58:00,35400,0.8295145963145805,0.7668574452400208,0.5523936082615868,4.079067802760443,3.916049613614278,0.0,0.0
2026-03-03 01:59:00,35700,0.6908216529090795,0.7682608366012573,0.6170523908542437,4.072596814860896,3.9095786257147314,0.0,0.0
2026-03-03 02:00:00,36000,0.95884534609658,0.7774257659912109,0.5810744290235905,4.039459015117651,3.876440825971487,0.0,0.0
2026-03-03 02:01:00,36300,0.9295791018032086,0.7882364988327026,0.5583557829493146,4.00689556609538,3.8438773769492154,0.0,0.0
2026-03-03 02:02:00,36600,0.658535008499155,0.797916054725647,0.5690826354418655,3.9990488667043893,3.836030677558225,0.0,0.0
2026-03-03 02:03:00,36900,0.7305432068893036,0.7979868054389954,0.6307668647954756,3.9902965559944046,3.8272783668482404,0.0,0.0
2026-03-03 02:04:00,37200,0.6029138548106631,0.8039413094520569,0.5621465375389694,3.986720475531975,3.823702286385811,0.0,0.0
2026-03-03 02:05:00,37500,0.7605479460997054,0.8036917448043823,0.5475494778870013,3.968036399372966,3.8050182102268018,0.0,0.0
2026-03-03 02:06:00,37800,0.9223622063645576,0.8076587915420532,0.6140878408070659,3.9409947883591507,3.7779765992129866,0.0,0.0
2026-03-03 02:07:00,38100,0.8108476223181094,0.8133363127708435,0.5077799838634862,3.9144099077929555,3.7513917186467918,0.0,0.0
2026-03-03 02:08:00,38400,0.904424980035001,0.813673198223114,0.6021951028849226,3.8878985150604923,3.7248803259143286,0.0,0.0
2026-03-03 02:09:00,38700,0.7118114371191614,0.8218784332275391,0.6370802148765009,3.881343144688329,3.7183249555421654,0.0,0.0
2026-03-03 02:10:00,39000,0.949130769118352,0.8271431922912598,0.52686963354179,3.844302694199157,3.6812845050529934,0.0,0.0
2026-03-03 02:11:00,39300,0.8186969400391003,0.8339081406593323,0.6510220006588655,3.829594366183347,3.666576177037183,0.0,0.0
2026-03-03 02:12:00,39600,0.8798833746362306,0.8413790464401245,0.512597770995663,3.7973763307762796,3.634358141630116,0.0,0.0
2026-03-03 02:13:00,39900,0.8734193022236021,0.8405233025550842,0.5424304274306816,3.768342218952339,3.6053240298061753,0.0,0.0
2026-03-03 02:14:00,40200,0.759172125621759,0.8437190055847168,0.6196354219375487,3.756102157225654,3.5930839680794904,0.0,0.0
2026-03-03 02:15:00,40500,0.7742169262470064,0.8535404205322266,0.7290206365428786,3.7521375704095026,3.589119381263339,0.0,0.0
2026-03-03 02:16:00,40800,0.989079822136772,0.8596780300140381,0.5404505683454816,3.7127841270944772,3.5497659379483135,0.0,0.0
2026-03-03 02:17:00,41100,0.9345499201502572,0.8698709607124329,0.619990021647036,3.685191153541563,3.5221729643953994,0.0,0.0
2026-03-03 02:18:00,41400,1.0,0.8733279705047607,0.5811769937174243,3.6484522933413372,3.4854341041951735,0.0,0.0
2026-03-03 02:19:00,41700,0.930538854464995,0.8768026232719421,0.6505678950839409,3.62389343725528,3.460875248109116,0.0,0.0
2026-03-03 02:20:00,42000,0.9134424629045936,0.8773307800292969,0.6595034638148695,3.6016180864579357,3.438599897311772,0.0,0.0
2026-03-03 02:21:00,42300,0.7271847625052416,0.8761649131774902,0.5774708324574503,3.5884852855765503,3.4254670964303866,0.0,0.0
2026-03-03 02:22:00,42600,0.8729633303238831,0.8794026374816895,0.6533805059461428,3.569223634315345,3.4062054451691814,0.0,0.0
2026-03-03 02:23:00,42900,0.8970473923315438,0.8778691291809082,0.6799161586295895,3.5501770348678052,3.3871588457216415,0.0,0.0
2026-03-03 02:24:00,43200,1.0,0.8812788724899292,0.737143533179967,3.5271194500590304,3.3641012609128667,0.0,0.0
2026-03-03 02:25:00,43500,0.9667686941246108,0.8791626691818237,0.6323704276214284,3.4977862687868213,3.3347680796406576,0.0,0.0
2026-03-03 02:26:00,43800,1.0,0.8808979988098145,0.7501583838864612,3.4758703375487916,3.312852148402628,0.0,0.0
2026-03-03 02:27:00,44100,0.9544044749895604,0.885001540184021,0.6211287837577425,3.446635627791615,3.283617438645451,0.0,0.0
2026-03-03 02:28:00,44400,0.8211700525414815,0.8926706910133362,0.6894586261790558,3.435081993900174,3.2720638047540103,0.0,0.0
2026-03-03 02:29:00,44700,0.9012377810359696,0.8859540224075317,0.6079195547948073,3.409352324931651,3.2463341357854874,0.0,0.0
2026-03-03 02:30:00,45000,0.9099493423374106,0.8845417499542236,0.6875157546592456,3.389840606714268,3.2268224175681044,0.0,0.0
2026-03-03 02:31:00,45300,0.7887911953858392,0.8807530403137207,0.5391940653268004,3.36794612162137,3.2049279324752065,0.0,0.0
2026-03-03 02:32:00,45600,0.8402276687486478,0.8787175416946411,0.6793109648160212,3.353830621276403,3.1908124321302394,0.0,0.0
2026-03-03 02:33:00,45900,0.8536311634642181,0.8751482963562012,0.7660053296145761,3.346144144622926,3.183125955476762,0.0,0.0
2026-03-03 02:34:00,46200,1.0,0.876514732837677,0.6507741505235676,3.315510298177625,3.1524921090314613,0.0,0.0
2026-03-03 02:35:00,46500,0.655970816408238,0.8745557069778442,0.7270947933516939,3.3211409463523154,3.1581227572061517,0.0,0.0
2026-03-03 02:36:00,46800,0.9789270977450086,0.8641559481620789,0.6408064783481199,3.291481242896448,3.128463053750284,0.0,0.0
2026-03-03 02:37:00,47100,0.7585575930496569,0.8567740321159363,0.7649763824349851,3.2919893970561196,3.128971207909956,0.0,0.0
2026-03-03 02:38:00,47400,0.7085154399803562,0.8443466424942017,0.6288866949410747,3.285004419421095,3.1219862302749313,0.0,0.0
2026-03-03 02:39:00,47700,0.9568012953583652,0.8326839208602905,0.6850849293031149,3.26116965046888,3.098151461322716,0.0,0.0
2026-03-03 02:40:00,48000,0.9046813861835964,0.8201403021812439,0.6578278602821952,3.2395158324073536,3.07649764326119,0.0,0.0
2026-03-03 02:41:00,48300,0.9492322014456214,0.8148688077926636,0.7316125019695313,3.2204263850848895,3.057408195938726,0.0,0.0
2026-03-03 02:42:00,48600,0.8957472030875427,0.8024585843086243,0.659595612320037,3.1997113332631786,3.036693144117015,0.0,0.0
2026-03-03 02:43:00,48900,1.0,0.7991379499435425,0.6751862547294712,3.1712188994675183,3.0082007103213546,0.0,0.0
2026-03-03 02:44:00,49200,0.8541821335548483,0.7986326217651367,0.5558803399731786,3.1450520754691262,2.9820338863229625,0.0,0.0
2026-03-03 02:45:00,49500,0.7734063425244412,0.8028643131256104,0.701606061241345,3.1387538051811354,2.9757356160349717,0.0,0.0
2026-03-03 02:46:00,49800,0.8137155011381292,0.804947555065155,0.7048944323981383,3.129208097396926,2.966189908250762,0.0,0.0
2026-03-03 02:47:00,50100,0.8937675964402483,0.8055827617645264,0.6738815430644384,3.109919847100802,2.9469016579546383,0.0,0.0
2026-03-03 02:48:00,50400,0.6811147687055856,0.8201234340667725,0.588293271157959,3.101777610473817,2.9387594213276533,0.0,0.0
2026-03-03 02:49:00,50700,0.6831337928191525,0.806590735912323,0.6663416117494539,3.10030461213437,2.937286422988206,0.0,0.0
2026-03-03 02:50:00,51000,0.7063408384003018,0.803248405456543,0.7205543384563953,3.1014298475554773,2.9384116584093136,0.0,0.0
2026-03-03 02:51:00,51300,0.5153418639642013,0.7961904406547546,0.6134890190005129,3.1091998306625186,2.946181641516355,0.0,0.0
2026-03-03 02:52:00,51600,0.7278258471038663,0.7698734998703003,0.5670220915989244,3.095094238074366,2.9320760489282023,0.0,0.0
2026-03-03 02:53:00,51900,0.5132831643884909,0.747009813785553,0.7458039177611503,3.1135021310497017,2.950483941903538,0.0,0.0
2026-03-03 02:54:00,52200,0.6947459301003425,0.7254581451416016,0.6986490663981004,3.113811129339941,2.9507929401937774,0.0,0.0
2026-03-03 02:55:00,52500,0.7631848023446047,0.6999381184577942,0.776567355949209,3.1148705815003055,2.9518523923541418,0.0,0.0
2026-03-03 02:56:00,52800,0.6158619570647281,0.6732038259506226,0.6842899351319213,3.120287796430625,2.957269607284461,0.0,0.0
2026-03-03 02:57:00,53100,0.8178391528724671,0.6391600370407104,0.6729590828215295,3.107579018355981,2.9445608292098173,0.0,0.0
2026-03-03 02:58:00,53400,0.4903460131260441,0.6227755546569824,0.5994793547556193,3.116218741234989,2.953200552088825,0.0,0.0
2026-03-03 02:59:00,53700,0.7414878183672258,0.600086510181427,0.8,3.1208509556142503,2.9578327664680866,0.0,0.0
2026-03-03 03:00:00,54000,0.6755448924947863,0.5777676105499268,0.701719317435682,3.122923097588738,2.9599049084425744,0.0,0.0
2026-03-03 03:01:00,54300,0.4218079087589932,0.5707221031188965,0.6684834524205512,3.1424515781286115,2.979433388982448,0.0,0.0
2026-03-03 03:02:00,54600,0.8495882786219384,0.5607295632362366,0.6589344532627172,3.125727558360259,2.962709369214095,0.0,0.0
2026-03-03 03:03:00,54900,0.5569565964152566,0.5594816207885742,0.8,3.1449684944773844,2.9819503053312206,0.0,0.0
2026-03-03 03:04:00,55200,0.4601368838922856,0.5596899390220642,0.7064772317163331,3.1644704386801212,3.0014522495339575,0.0,0.0
2026-03-03 03:05:00,55500,0.3914699640488224,0.5397703647613525,0.7515454406770309,3.1929764139131875,3.029958224767024,0.0,0.0
2026-03-03 03:06:00,55800,0.4942169899499743,0.5309839844703674,0.7174264207857732,3.2106471605210216,3.047628971374858,0.0,0.0
2026-03-03 03:07:00,56100,0.4872725224786463,0.5099517107009888,0.7643112048475219,3.232579389541891,3.0695612003957273,0.0,0.0
2026-03-03 03:08:00,56400,0.4938342003661078,0.4846428632736206,0.69250851271346,3.248307772602723,3.0852895834565595,0.0,0.0
2026-03-03 03:09:00,56700,0.4371163167220736,0.4634608030319214,0.6969140648257437,3.2688750943275973,3.1058569051814335,0.0,0.0
2026-03-03 03:10:00,57000,0.5133225310115093,0.4341331124305725,0.6827017964978496,3.2822842861785992,3.1192660970324355,0.0,0.0
2026-03-03 03:11:00,57300,0.3941269087611245,0.41739195585250854,0.7535274299185531,3.310736827436896,3.147718638290732,0.0,0.0
2026-03-03 03:12:00,57600,0.2220773401874834,0.3973652422428131,0.7194655337930743,3.350113392764005,3.1870952036178415,0.0,0.0
2026-03-03 03:13:00,57900,0.3831236716321374,0.36653196811676025,0.7770048415290426,3.3812956520475104,3.2182774629013466,0.0,0.0
2026-03-03 03:14:00,58200,0.1436086702293017,0.3443681001663208,0.6789544237883602,3.423677190870936,3.2606590017247723,0.0,0.0
2026-03-03 03:15:00,58500,0.3978490839620025,0.3033020794391632,0.6373656849608436,3.4426389217833444,3.2796207326371807,0.0,0.0
2026-03-03 03:16:00,58800,0.2464850661003174,0.29009854793548584,0.7174534661395559,3.4799239201197842,3.3169057309736205,0.0,0.0
2026-03-03 03:17:00,59100,0.342530269946912,0.2691507935523987,0.6962275186323534,3.507924952307382,3.344906763161218,0.0,0.0
2026-03-03 03:18:00,59400,0.439225627145562,0.26225554943084717,0.648341652149908,3.5244799709535592,3.3614617818073955,0.0,0.0
2026-03-03 03:19:00,59700,0.1944206492460455,0.25329098105430603,0.6170512469225835,3.557938226602952,3.3949200374567883,0.0,0.0
2026-03-03 03:20:00,60000,0.3767608454050581,0.24038444459438324,0.6943122906874789,3.5830777160211436,3.42005952687498,0.0,0.0
2026-03-03 03:21:00,60300,0.2085071559592773,0.2284693568944931,0.5620042365028943,3.6110629015641798,3.448044712418016,0.0,0.0
2026-03-03 03:22:00,60600,0.4082566207988274,0.21926884353160858,0.6556451344373844,3.6306478255605654,3.4676296364144017,0.0,0.0
2026-03-03 03:23:00,60900,0.1774020417737347,0.21450266242027283,0.7186968305633932,3.67350032967308,3.5104821405269164,0.0,0.0
2026-03-03 03:24:00,61200,0.1107463539936229,0.2089405357837677,0.6663281998932026,3.7174838924734637,3.5544657033273,0.0,0.0
2026-03-03 03:25:00,61500,0.2443051348540442,0.19700056314468384,0.60363445023088,3.745930796607463,3.5829126074612994,0.0,0.0
2026-03-03 03:26:00,61800,0.112704386937874,0.18271902203559875,0.654794962425184,3.7888463005002087,3.625828111354045,0.0,0.0
2026-03-03 03:27:00,62100,0.0527660961580241,0.17264492809772491,0.6420578980914157,3.8354985681532687,3.672480379007105,0.0,0.0
2026-03-03 03:28:00,62400,0.0696895879276676,0.15141218900680542,0.7910044315702507,3.8926026599416397,3.729584470795476,0.0,0.0
2026-03-03 03:29:00,62700,0.0935195341484679,0.13543552160263062,0.7612509111506465,3.9454647272876455,3.782446538141482,0.0,0.0
2026-03-03 03:30:00,63000,0.2126581815973778,0.1148265153169632,0.672599312231129,3.9818767334628173,3.8188585443166536,0.0,0.0
2026-03-03 03:31:00,63300,0.0,0.097022145986557,0.6709068915852399,4.034990195713315,3.8719720065671517,0.0,0.0
2026-03-03 03:32:00,63600,0.0415655145238449,0.08192285150289536,0.5922841080360284,4.07858875103303,3.915570561886866,0.0,0.0
2026-03-03 03:33:00,63900,0.0821237559965089,0.06639976054430008,0.5843673297163635,4.118349700619185,3.9553315114730214,0.0,0.0
